badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
6648,"O'cleary, Merry",Police Officer Detective,C111A  ,Apr - Audit Detail,Merry,,O'cleary
8777,"O'connor, Brendan P",Police Student Officer,C125F  ,Training - Field Training Squad,Brendan,P,O'connor
8354,"Odell, Justin T",Police Officer,B121N  ,North Pct 1St W - Nora (John),Justin,T,Odell
6600,"Odell, Katrina A",Police Officer Detective,B721A  ,Dv Squad A - Investigations,Katrina,A,Odell
4621,"Odonnell, Sean T",Police Captain,B630   ,Traffic Section,Sean,T,Odonnell
5152,"Ogard, David M",Police Officer,B632D  ,Traf - Motorcycle - T4 Squad,David,M,Ogard
8698,"Oh, Curtis J",Police Officer,B112K  ,West Pct 2Nd W - King,Curtis,J,Oh
8665,"Ojeda Lopez, Rosa",Police Officer,A810X  ,Hr - Department Unavailable Person~,Lopez,Rosa,Ojeda
8724,"O'keefe, Brady J",Police Officer Probation,B113M  ,West Pct 3Rd W - Mary,Brady,J,O'keefe
7464,"Okruhlica, Stephen W_Jr",Police Officer,A810X  ,Hr - Department Unavailable Person~,Stephen,W_Jr,Okruhlica
7686,"Oliverson, Timothy F",Police Officer,B253W  ,Southwest Pct 3Rd W - William,Timothy,F,Oliverson
8205,"Olivier, Kayla A-L",Admin Staff Assistant,A611A  ,Legal - Support Team,Kayla,A-L,Olivier
7316,"Olson, James",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,James,,Olson
7792,"Olson, Peter O",Police Officer,B182D  ,Crg - Squad 82D,Peter,O,Olson
7746,"Olson, Todd E",Police Officer,A810X  ,Hr - Department Unavailable Person~,Todd,E,Olson
6835,"O'neil, John Marc",Police Sergeant,B112T  ,West Pct 2Nd W - K/Q Relief,John,Marc,O'neil
7957,"Oreiro, Dianalynn C",Admin Staff Analyst,A611B  ,Legal - Public Disclosure Team,Dianalynn,C,Oreiro
6761,"Ornelas, Juan M",Police Officer,B231O  ,South Pct 1St W - Ocean,Juan,M,Ornelas
6092,"Ortiz, Domingo A",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Domingo,A,Ortiz
6389,"Ortiz, Marcos Jr",Acting Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Marcos,Jr,Ortiz
7160,"Ortiz, Yvonne Marie",Admin Specialist I,B752Y  ,Special Investigations Unit - Admi~,Yvonne,Marie,Ortiz
5562,"Osborne, Joseph P",Police Lieutenant,B129   ,North Pct Ops,Joseph,P,Osborne
6715,"Osburn, Glenn H",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Glenn,H,Osburn
6806,"Oshikawa-Clay, Kevin V",Police Officer,B625B  ,Harbor - Squad B,Kevin,V,Oshikawa-Clay
7775,"Oskam, Caroline D",Police Officer,B122V  ,North Pct 2Nd W - B/N Relief,Caroline,D,Oskam
6854,"Outlaw, Leroy Iii",Police Officer,C121E  ,Training - Advanced - Squad C,Leroy,Iii,Outlaw
6392,"Ovens, Thomas Fitz",Police Lieutenant,C170Y  ,Force Investigations - Administrat~,Thomas,Fitz,Ovens
8094,"Owens, Sara K","Police Comm, Dispatcher Iii",C314A  ,Comm - 1St W (A) - Ca,Sara,K,Owens
8206,"Owes, Timese J",Police Comm Dispatcher I,C314O  ,Comm - 3Rd W (C) - Cb,Timese,J,Owes
6528,"Paderes, Jill Morisaki",Admin Specialist Ii,A000Y  ,Cop - Administration,Jill,Morisaki,Paderes
8289,"Paetow, Austin",Video Specialist Ii,A611A  ,Legal - Support Team,Austin,,Paetow
6845,"Page, Jeffrey C",Police Sergeant,B181D  ,Crg - Squad 81D,Jeffrey,C,Page
8454,"Paine Stoke, Robert M",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Stoke,Robert M,Paine
7955,"Palmer, Carolyn B",Personnel Specialist,A810Y  ,Hr - Employment Services Unit - Ad~,Carolyn,B,Palmer
8097,"Palyu, Cheryl A","Police Comm, Dispatcher Iii",C314F  ,Comm - 1St W (F) - Cc,Cheryl,A,Palyu
7152,"Pan, Puthea",Parking Enfor Officer,B637C  ,Parking Enforcement - P3 Squad,Puthea,,Pan
8824,"Parent, Jeffrey T",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Jeffrey,T,Parent
6780,"Parker, Aaron",Police Officer Detective,B632T  ,Traf - Collision Investigation,Aaron,,Parker
8484,"Parker, Stuart W",Police Officer,B121B  ,North Pct 1St W - Boy (John),Stuart,W,Parker
6687,"Parker, Sylvia C",Police Officer,A810X  ,Hr - Department Unavailable Person~,Sylvia,C,Parker
5830,"Parton, Suzanne M",Police Officer,B122N  ,North Pct 2Nd W - Nora,Suzanne,M,Parton
8218,"Pasol, William C",Parking Enfor Officer,B637K  ,Parking Enforcement - P11 Squad,William,C,Pasol
8425,"Passarella, David A",Police Officer,B113K  ,West Pct 3Rd W - King,David,A,Passarella
6283,"Patin, Dirk P",Police Officer,B241E  ,East Pct 1St W - Edward (Charlie),Dirk,P,Patin
7253,"Patterson, Karen Marie","Police Data Technician, Sr",C521A  ,Data Center - Day Shift,Karen,Marie,Patterson
6880,"Patterson, Nathan T",Police Sergeant,B232R  ,South Pct 2Nd W - Robert,Nathan,T,Patterson
8450,"Patton, Alexander A",Police Officer,B243W  ,East Pct 3Rd W - Charlie Relief,Alexander,A,Patton
4857,"Paulsen, Steven Timothy",Police Captain,B730   ,Narcotics Section,Steven,Timothy,Paulsen
8331,"Pecore, Jason M",Police Officer,B181A  ,Crg - Squad 81A,Jason,M,Pecore
6328,"Pelczarski, Thomas R",Parking Enfor Officer,B637G  ,Parking Enforcement - P7 Squad,Thomas,R,Pelczarski
5976,"Pelich, D.",Police Officer Detective,A311F  ,Community Outreach - False Alarm D~,D.,,Pelich
7767,"Penate, Lydia A",Police Officer,B242G  ,East Pct 2Nd W - George,Lydia,A,Penate
8778,"Perez Puga, Daniel",Police Student Officer,C125F  ,Training - Field Training Squad,Puga,Daniel,Perez
5738,"Perkins, Dionne C",Police Officer,A090B  ,Cop - Wellness Unit - Team B,Dionne,C,Perkins
8220,"Perkins, Grainne",Manager Ii,A111   ,Opa - Investigations - Unit A,Grainne,,Perkins
8404,"Perry, Christopher J",Police Officer,B252W  ,Southwest Pct 2Nd W - William,Christopher,J,Perry
8685,"Persondek, Nicolas W",Police Officer,B233R  ,South Pct 3Rd W - Robert,Nicolas,W,Persondek
7596,"Persons, Anthony D.",Police Officer,B112S  ,West Pct 2Nd W - Special Beats,Anthony,D,Persons
8755,"Persson, Kaia L",Police Officer Probation,B241T  ,East Pct 1St W - E/G Relief (Charl~,Kaia,L,Persson
7512,"Persun, Terry J",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Terry,J,Persun
6239,"Peterson, Richard Pak",Police Officer,C125F  ,Training - Field Training Squad,Richard,Pak,Peterson
5500,"Pfaff, Tawnia Maenell",Police Officer,B259S  ,Southwest Pct Ops - Stationmaster,Tawnia,Maenell,Pfaff
8306,"Phillips, Wesley E",Acting Police Officer Detective,A810B  ,Hr - Background Investigations,Wesley,E,Phillips
8699,"Pia Delgado De Molina, X",Police Student Officer,C125F  ,Training - Field Training Squad,Delgado,"De Molina, X",Pia
6245,"Pickering, Erin M",Admin Specialist I,C511A  ,Records - Day Shift,Erin,M,Pickering
5335,"Pieper, Peter J",Police Lieutenant,B113   ,West Pct 3Rd W,Peter,J,Pieper
8434,"Pierce, Nicholas Oj",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Nicholas,Oj,Pierce
6996,"Pilon, Diane L",Strategic Advisor Ii,C504A  ,Grants & Contracts Squad,Diane,L,Pilon
5935,"Pine, Clark A",Police Officer,B762F  ,Evidence - Firearms Specialist Det~,Clark,A,Pine
7443,"Pinkerton, Jeremy C",Acting Police Officer Detective,B712I  ,Gun Violence Reduction Squad C,Jeremy,C,Pinkerton
8247,"Pinkham, Vicki L",Community Service Officer,A311J  ,Community Service Office - Squad A,Vicki,L,Pinkham
6088,"Pio, Karen G",Police Officer,A810X  ,Hr - Department Unavailable Person~,Karen,G,Pio
8737,"Piper, Tyler E",Police Officer Probation,B233R  ,South Pct 3Rd W - Robert,Tyler,E,Piper
5960,"Pirak, Dwayne A",Police Officer,B621A  ,Swat - Day Squad 1,Dwayne,A,Pirak
6979,"Pirak, Victor A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Victor,A,Pirak
6909,"Pisconski, Eric J",Acting Police Lieutenant,A312   ,Directed Outreach Unit,Eric,J,Pisconski
6262,"Pitts, Jason M",Police Officer,B251F  ,Southwest Pct 1St W - Frank,Jason,M,Pitts
8071,"Plant, Richard A_Ii","Police Comm, Dispatcher Ii",C314C  ,Comm - 1St W (C) - Cb,Richard,A_Ii,Plant
7363,"Poast, Amanda J",Latent Print Examiner,B763F  ,Latent Prints - Squad C,Amanda,J,Poast
6613,"Poblocki, Franklin D",Police Officer Detective,B752B  ,Auto Theft,Franklin,D,Poblocki
7075,"Pohl, Julie",Police Data Technician,C521A  ,Data Center - Day Shift,Julie,,Pohl
5789,"Polhemus, Ian Eric",Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Ian,Eric,Polhemus
8728,"Pomazon, Caleb P",Police Officer Probation,A810X  ,Hr - Department Unavailable Person~,Caleb,P,Pomazon
8034,"Pometta, Nancy H","Police Comm, Dispatcher Ii",C314A  ,Comm - 1St W (A) - Ca,Nancy,H,Pometta
5776,"Powell, Clayton S",Police Officer,A810X  ,Hr - Department Unavailable Person~,Clayton,S,Powell
7469,"Powell, Marc N",Police Officer,B232V  ,South Pct 2Nd W - Ocean Relief,Marc,N,Powell
7643,"Pratt, Alex J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Alex,J,Pratt
5371,"Pratt, Guy A",Police Sergeant Detective,B711C  ,Homicide Squad C,Guy,A,Pratt
8831,"Pressley, Thomas C",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Thomas,C,Pressley
8328,"Preuss, Kurt W",Police Officer,B243W  ,East Pct 3Rd W - Charlie Relief,Kurt,W,Preuss
8686,"Price, Adam C",Police Officer,B113T  ,West Pct 3Rd W - K/Q Relief,Adam,C,Price
5783,"Price, Ashley C",Police Sergeant,B632T  ,Traf - Collision Investigation,Ashley,C,Price
7000,"Pritchard, Brian",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,Brian,,Pritchard
7333,"Provido, Stephanie",Admin Staff Analyst,B620Y  ,Special Services Section - Adminis~,Stephanie,,Provido
8784,"Pruitt, Tre Lee",Police Officer Probation,B112V  ,West Pct 2Nd W - D/M Relief,Tre,Lee,Pruitt
6988,"Puente, David",Police Officer Detective,C114P  ,Apr - Policy And Procedures Detail,David,,Puente
7215,"Puffer, Tracey L",Admin Staff Assistant,B752Y  ,Special Investigations Unit - Admi~,Tracey,L,Puffer
5184,"Pugel, Michael J",Police Sergeant,B625D  ,Harbor - Squad D,Michael,J,Pugel
7024,"Pulliam, Alyssa T",Strategic Advisor Ii,A820B  ,Hr - Personnel Programs,Alyssa,T,Pulliam
8252,"Qi, Tingting",Strategic Advisor Ii,C040A  ,Data Driven Analysts,Tingting,,Qi
7891,"Quaale, Dawn M",Manager Ii,B763   ,Fingerprint Identification Unit,Dawn,M,Quaale
8667,"Qualls, Jacob A",Police Officer,B113M  ,West Pct 3Rd W - Mary,Jacob,A,Qualls
R022,"Quan, Aldis",Police - Reserve Officer,C125R  ,Training - Reserves,Aldis,,Quan
7297,"Quan, Allison C.",Parking Enfor Officer,B637A  ,Parking Enforcement - P1 Squad,Allison,C,Quan
6564,"Quinn, Michael B",Admin Specialist Ii,C522A  ,Criminal History - Day Shift,Michael,B,Quinn
8782,"Quiroz, Michael C",Police Student Officer,C125F  ,Training - Field Training Squad,Michael,C,Quiroz
4845,"Radcliffe, Todd P",Police Officer,B632D  ,Traf - Motorcycle - T4 Squad,Todd,P,Radcliffe
5957,"Raftis, Colleen B",Police Officer,A810X  ,Hr - Department Unavailable Person~,Colleen,B,Raftis
6686,"Ragonesi, Andrew J",Police Officer,B121N  ,North Pct 1St W - Nora (John),Andrew,J,Ragonesi
6793,"Raguso, Doug",Police Sergeant,B243T  ,East Pct 3Rd W - E/G Relief,Doug,,Raguso
8446,"Rambo, Sierra N",Police Officer,B123T  ,North Pct 3Rd W - L/U Relief,Sierra,N,Rambo
8825,"Ramirez, Nathaniel P",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Nathaniel,P,Ramirez
5288,"Rand, Byron A",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Byron,A,Rand
8337,"Randle, John D",Police Officer,B121B  ,North Pct 1St W - Boy (John),John,D,Randle
4877,"Rasmussen, Ronald Scott",Police Captain,B102   ,Patrol Operations - Duty Captains,Ronald,Scott,Rasmussen
8496,"Rawlins, Mark S",Police Officer,A810X  ,Hr - Department Unavailable Person~,Mark,S,Rawlins
8405,"Ray, Mackenzie C",Police Officer,B233O  ,South Pct 3Rd W - Ocean,Mackenzie,C,Ray
7824,"Reardon, Cara M",Police Officer,B112D  ,West Pct 2Nd W - David,Cara,M,Reardon
5763,"Redmond, Steven A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Steven,A,Redmond
8567,"Reed, Kathryn M",Police Officer,B632T  ,Traf - Collision Investigation,Kathryn,M,Reed
6890,"Rees, Brian P",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Brian,P,Rees
7533,"Reese, Jonathan A",Acting Police Officer Detective,B632T  ,Traf - Collision Investigation,Jonathan,A,Reese
8745,"Reeve, Michael T",Police Officer Probation,A810X  ,Hr - Department Unavailable Person~,Michael,T,Reeve
7341,"Reinen, Jackie K",Payroll Supervisor,A820A  ,Hr - Payroll,Jackie,K,Reinen
6924,"Renick, Joseph Clayton",Police Officer,B621D  ,Swat - Night Squad 2,Joseph,Clayton,Renick
6293,"Renihan, Timothy W",Police Officer Detective,B713A  ,Inv Supp - Investigations Squad,Timothy,W,Renihan
6751,"Renner, Michael B",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Michael,B,Renner
7498,"Retizo, Rogelio Torres_Jr",Police Officer,B241G  ,East Pct 1St W - George (Charlie),Rogelio,Torres_Jr,Retizo
8615,"Reyes, Daniel O",Police Officer,B113M  ,West Pct 3Rd W - Mary,Daniel,O,Reyes
7428,"Reyes, Felix M",Police Officer,B112A  ,West Pct 2Nd W - David Beats,Felix,M,Reyes
7585,"Reynolds, Anthony J",Police Officer,A810X  ,Hr - Department Unavailable Person~,Anthony,J,Reynolds
7745,"Reynolds, Megan B",Police Officer,B231R  ,South Pct 1St W - Robert,Megan,B,Reynolds
6131,"Rezentes, Stephanie L","Police Comm, Dispatcher Ii",C314R  ,Comm - 3Rd W (F) - Cc,Stephanie,L,Rezentes
8111,"Ricci, Sarah E",Video Specialist Ii,A611B  ,Legal - Public Disclosure Team,Sarah,E,Ricci
7206,"Riccobuono, Kristi M",Latent Print Examiner,B763D  ,Latent Prints - Squad A,Kristi,M,Riccobuono
5275,"Rice, Gregory K",Police Officer,C121E  ,Training - Advanced - Squad C,Gregory,K,Rice
6805,"Richardson, Bradley E",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Bradley,E,Richardson
8623,"Ridlon, Anthony B",Police Officer,B122U  ,North Pct 2Nd W - Union,Anthony,B,Ridlon
8149,"Rigger, Chelsea M","Police Comm, Dispatcher Ii",C314F  ,Comm - 1St W (F) - Cc,Chelsea,M,Rigger
8801,"Rigon, Olivier F P",Police Student Officer,C125F  ,Training - Field Training Squad,Olivier,F P,Rigon
7707,"Rios, Melody",Police Officer Detective,B721A  ,Dv Squad A - Investigations,Melody,,Rios
7517,"Ristau, Derek J",Police Sergeant Detective,A112A  ,Opa - Investigations - Team B,Derek,J,Ristau
7338,"Rivera, Jodi A",Identification Technician,B763G  ,Tenprint - Day Shift,Jodi,A,Rivera
6400,"Rivera, Martin",Police Lieutenant,B112   ,West Pct 2Nd W,Martin,,Rivera
8488,"Rizzotti, Nathan M",Police Officer,B232O  ,South Pct 2Nd W - Ocean,Nathan,M,Rizzotti
8228,"Roake, Megan C",Victim Advocate,B721V  ,Dv - Vst (Victim Support Team),Megan,C,Roake
5191,"Robbin, Christi",Police Lieutenant,B122   ,North Pct 2Nd W - Ne,Christi,,Robbin
8704,"Roberds, Tyler J",Police Officer Probation,B123U  ,North Pct 3Rd W - Union,Tyler,J,Roberds
6759,"Roberson, Ennis James_Iii",Police Officer,B121L  ,North Pct 1St W - Lincoln,Ennis,James_Iii,Roberson
7639,"Roberson, Matthew",Police Officer,A311B  ,Community Outreach - Youth Violenc~,Matthew,,Roberson
6572,"Roberts, Lisa E",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,Lisa,E,Roberts
8414,"Robinson, Cleades W",Police Officer,B241G  ,East Pct 1St W - George (Charlie),Cleades,W,Robinson
8150,"Robinson, Deanna S","Police Comm, Dispatcher Ii",C314A  ,Comm - 1St W (A) - Ca,Deanna,S,Robinson
8566,"Rochelle, Caitlin A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Caitlin,A,Rochelle
6393,"Rodgers, James B",Police Officer Detective,B712S  ,Robbery Squad B,James,B,Rodgers
7622,"Rodmaker, Owen D",Police Officer Detective,B752A  ,"Fraud, Forgery And Financial Explo~",Owen,D,Rodmaker
7674,"Rodrigue, Milton J",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Milton,J,Rodrigue
6478,"Rodriguez, Erin P",Police Officer,A810X  ,Hr - Department Unavailable Person~,Erin,P,Rodriguez
8675,"Roeller, Paul M",Police Officer,B123L  ,North Pct 3Rd W - Lincoln,Paul,M,Roeller
6159,"Rogers, Brett J",Manager Iii,B637   ,Parking Enforcement Unit,Brett,J,Rogers
7702,"Rogers, Christopher",Police Officer,B253F  ,Southwest Pct 3Rd W - Frank,Christopher,,Rogers
7781,"Rogers, Jacob L",Police Officer,B123W  ,North Pct 3Rd W - John Relief,Jacob,L,Rogers
6428,"Rogers, Shauna R",Police Data Technician,C521C  ,Data Center - Graveyard Shift,Shauna,R,Rogers
8262,"Rohrer, Dane",Strategic Advisor I,A111A  ,Opa - Investigations - Team A,Dane,,Rohrer
8165,"Roit, Samantha L",Admin Specialist Ii,B120Y  ,North Pct - Administration,Samantha,L,Roit
8625,"Romeo, Seth R",Police Officer,B242G  ,East Pct 2Nd W - George,Seth,R,Romeo
5872,"Romero, Daniel J",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Daniel,J,Romero
8814,"Rose, Ryan T",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Ryan,T,Rose
8790,"Rosheger, Giosia",Police Student Officer,C125F  ,Training - Field Training Squad,Giosia,,Rosheger
8242,"Ross, Charles",Strategic Advisor Ii,B713A  ,Inv Supp - Investigations Squad,Charles,,Ross
7578,"Ross, Jason R",Police Officer,A810X  ,Hr - Department Unavailable Person~,Jason,R,Ross
8604,"Ross, Shawn T",Police Officer,B252W  ,Southwest Pct 2Nd W - William,Shawn,T,Ross
5336,"Ross, Suzanne M",Police Officer Detective,B721B  ,Dv Squad B - Special Units,Suzanne,M,Ross
7291,"Roth, Christian Frederick",Parking Enfor Officer,B637C  ,Parking Enforcement - P3 Squad,Christian,Frederick,Roth
8568,"Rothwell, Christopher J",Police Officer,B113T  ,West Pct 3Rd W - K/Q Relief,Christopher,J,Rothwell
8145,"Rotter, Sarah",Maintenance Laborer,A311M  ,Mounted Patrol Squad,Sarah,,Rotter
8648,"Roy, Brittney",Police Officer,B121N  ,North Pct 1St W - Nora (John),Brittney,,Roy
7550,"Royster, Nathan M",Police Officer,B181E  ,Crg - Squad 81E,Nathan,M,Royster
7120,"Rudd, Jon P",Parking Enfor Officer,B637D  ,Parking Enforcement - P4 Squad,Jon,P,Rudd
8826,"Ruiz, Santos S",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Santos,S,Ruiz
6782,"Runolfson, Kevin L",Police Sergeant Detective,C125C  ,Training - Learning Management Sys~,Kevin,L,Runolfson
6864,"Rurey, Joshua M",Police Officer Detective,B711A  ,Homicide Squad A,Joshua,M,Rurey
8474,"Rusher, Eric E",Police Officer,B243E  ,East Pct 3Rd W - Edward,Eric,E,Rusher
8832,"Russell, Gran M J",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Gran,M J,Russell
6097,"Russey, Michael R",Police Officer,C121A  ,Training - Advanced - Squad A,Michael,R,Russey
7655,"Saau, Failautusi R.",Police Officer,B252F  ,Southwest Pct 2Nd W - Frank,Failautusi,R,Saau
5472,"Sabay, Roberto V",Police Officer,A810X  ,Hr - Department Unavailable Person~,Roberto,V,Sabay
6078,"Sacks, Jeffery C",Police Officer,B632C  ,Traf - Motorcycle - T3 Squad,Jeffery,C,Sacks
8451,"Saenz, Colin P",Police Officer,B241E  ,East Pct 1St W - Edward (Charlie),Colin,P,Saenz
6957,"Saewong, Thaimin",Police Officer,B632T  ,Traf - Collision Investigation,Thaimin,,Saewong
7586,"Sagmoen, Marc R",Police Officer,B251F  ,Southwest Pct 1St W - Frank,Marc,R,Sagmoen
6531,"Sale, Nellie","Mgmt Systems Analyst, Sr",A820C  ,Hr - Personnel Records And Benefit~,Nellie,,Sale
8756,"Salvo, Michael",Police Recruit,A810X  ,Hr - Department Unavailable Person~,Michael,,Salvo
6421,"Samson, Jennifer",Police Sergeant,B123W  ,North Pct 3Rd W - John Relief,Jennifer,,Samson
8827,"Samuels, Chase B",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Chase,B,Samuels
7678,"Sandbeck, Derek L",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Derek,L,Sandbeck
7901,"Sanders, Amanda D",Latent Print Examiner,B763E  ,Latent Prints - Squad B,Amanda,D,Sanders
5287,"Sanders, Ronald W",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Ronald,W,Sanders
4824,"Sano, Eric I",Police Captain,B240   ,East Pct,Eric,I,Sano
5979,"Santiago, Miko",Police Officer Detective,B712G  ,Gun Violence Reduction Squad A,Miko,,Santiago
8126,"Sapp, Chrisanne L",Parking Enfor Officer,B637D  ,Parking Enforcement - P4 Squad,Chrisanne,L,Sapp
6855,"Sather, James C",Police Lieutenant,B251   ,Southwest Pct 1St W,James,C,Sather
8719,"Sato, Christopher M",Police Officer Probation,B122T  ,North Pct 2Nd W - L/U Relief,Christopher,M,Sato
8616,"Satterwhite, Patrick T",Police Officer,B113K  ,West Pct 3Rd W - King,Patrick,T,Satterwhite
8588,"Saucerman, Jessica D",Police Officer,B121V  ,North Pct 1St W - B/N Relief (John~,Jessica,D,Saucerman
6958,"Sauer, Travis J",Acting Police Sergeant,B233S  ,South Pct 3Rd W - Sam,Travis,J,Sauer
8010,"Saunders, Leah K",Info Tech Pro B,C040A  ,Data Driven Analysts,Leah,K,Saunders
6089,"Sausman, Aaron D",Police Officer Detective,B712I  ,Gun Violence Reduction Squad C,Aaron,D,Sausman
5624,"Savas, Keith D",Police Officer Detective,B752A  ,"Fraud, Forgery And Financial Explo~",Keith,D,Savas
8144,"Savusa, Puao",Admin Specialist Ii,A100Y  ,Opa - Administration,Puao,,Savusa
7379,"Scharpf, Michelle Y",Police Comm Dispatcher I,C314F  ,Comm - 1St W (F) - Cc,Michelle,Y,Scharpf
6918,"Schenck, Scott I",Police Sergeant,C121R  ,Training - Firearms Squad A,Scott,I,Schenck
7806,"Schenck, Steven W",Parking Enfor Officer,B637F  ,Parking Enforcement - P6 Squad,Steven,W,Schenck
6678,"Schickler, Erick L",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Erick,L,Schickler
5569,"Schmidt, Scott W",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Scott,W,Schmidt
8171,"Schmit, Lucia C",Strategic Advisor Ii,A210A  ,Emergency Management - Coordinator~,Lucia,C,Schmit
8808,"Schneeman, Jillian C",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Jillian,C,Schneeman
7429,"Schoenberg, Brett L",Police Officer,B632T  ,Traf - Collision Investigation,Brett,L,Schoenberg
6226,"Schrantz, Peter Joseph",Police Sergeant,B122V  ,North Pct 2Nd W - B/N Relief,Peter,Joseph,Schrantz
8802,"Schroeder, Scott M",Police Student Officer,C125F  ,Training - Field Training Squad,Scott,M,Schroeder
6900,"Schroeder, Trent P",Police Sergeant,A312O  ,Navigation Team - Squad B,Trent,P,Schroeder
6696,"Schubeck, Eugene Louis",Police Officer,B121B  ,North Pct 1St W - Boy (John),Eugene,Louis,Schubeck
8791,"Schultz, Matthew G",Police Student Officer,C125F  ,Training - Field Training Squad,Matthew,G,Schultz
8201,"Schuur, Karmen",Strategic Advisor Ii,C040A  ,Data Driven Analysts,Karmen,,Schuur
7390,"Scott, Elizabeth C.",Police Officer,B231O  ,South Pct 1St W - Ocean,Elizabeth,C,Scott
7811,"Seekins, Emily D",Police Comm Dispatcher I,A810X  ,Hr - Department Unavailable Person~,Emily,D,Seekins
5965,"Seelig, Shannan D",Police Officer,B111T  ,West Pct 1St W - Kq/Dm Relief,Shannan,D,Seelig
8415,"Selby, Lauren M",Police Officer,B181A  ,Crg - Squad 81A,Lauren,M,Selby
7778,"Sele, F Pete",Police Officer,C125A  ,Training - Wscjc Squad (Academy),F,Pete,Sele
6971,"Selfridge, Ty B",Police Officer,B621D  ,Swat - Night Squad 2,Ty,B,Selfridge
7037,"Sellars, Melanie A",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Melanie,A,Sellars
7743,"Semler, Keith C.",Police Officer,B123J  ,North Pct 3Rd W - John,Keith,C,Semler
8792,"Serica, Ron Cs",Police Student Officer,C125F  ,Training - Field Training Squad,Ron,Cs,Serica
7562,"Serpanos, David S.",Police Officer,B623A  ,Canine - Squad A,David,S,Serpanos
6625,"Settle, Michael S",Acting Police Sergeant Detective,B781B  ,Human Trafficking - Squad B,Michael,S,Settle
5076,"Sevaaetasi, Robert T",Police Officer Detective,B712G  ,Gun Violence Reduction Squad A,Robert,T,Sevaaetasi
8803,"Severin, Michael A",Police Student Officer,C125F  ,Training - Field Training Squad,Michael,A,Severin
8245,"Shadduck, Paige",Police Data Technician,C521B  ,Data Center - Swing Shift,Paige,,Shadduck
7162,"Shager, Ashley L",Communications Dispatcher Supervisor,C314I  ,Comm - 2Nd W (C) - Cb,Ashley,L,Shager
6401,"Shank, Gabriel B",Police Sergeant,C181A  ,Force Review Squad,Gabriel,B,Shank
6346,"Sharp, Jeffrey L",Police Officer,B712H  ,Gun Violence Reduction Squad B,Jeffrey,L,Sharp
5752,"Sharpe, Shannon T",Executive Assistant,B100Y  ,Patrol Operations Bureau - Adminis~,Shannon,T,Sharpe
7444,"Shaub, William M",Police Officer,B623A  ,Canine - Squad A,William,M,Shaub
6040,"Shelhorse, Randy F",Police Officer,A810X  ,Hr - Department Unavailable Person~,Randy,F,Shelhorse
8644,"Shen, Khristopher",Police Officer,B123U  ,North Pct 3Rd W - Union,Khristopher,,Shen
8009,"Shepherd, Darius I","Police Comm, Dispatcher Ii",C314R  ,Comm - 3Rd W (F) - Cc,Darius,I,Shepherd
7697,"Shepherd, Jaraea",Police Officer,B242E  ,East Pct 2Nd W - Edward,Jaraea,,Shepherd
8676,"Sherlock, Sean T",Police Officer,B121U  ,North Pct 1St W - Union,Sean,T,Sherlock
8295,"Shields, Allison L","Planning & Development Specialist, Sr",C504A  ,Grants & Contracts Squad,Allison,L,Shields
8838,"Shields, Daniel J",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Daniel,J,Shields
8714,"Shields, John E",Police Officer,B113D  ,West Pct 3Rd W - David,John,E,Shields
7755,"Shier, Christopher T.",Police Officer Detective,B752B  ,Auto Theft,Christopher,T,Shier
7534,"Shin, Michael Kawika",Police Sergeant,A810G  ,Hr - Employee Performance,Michael,Kawika,Shin
